artist,trigger,count,url,score
aaru_(tenrake_chaya),aaru (tenrake chaya),268,https://danbooru.donmai.us/posts?tags=aaru_(tenrake_chaya),0.23156945407390594
aaru_sentou_shuudan,aaru sentou shuudan,140,https://danbooru.donmai.us/posts?tags=aaru_sentou_shuudan,0.1649039387702942
aayh,aayh,140,https://danbooru.donmai.us/posts?tags=aayh,0.17200709879398346
abandon_ranka,abandon ranka,551,https://danbooru.donmai.us/posts?tags=abandon_ranka,0.6847372651100159
abara_heiki,abara heiki,299,https://danbooru.donmai.us/posts?tags=abara_heiki,0.2912278473377228
abaratani_kurou,abaratani kurou,135,https://danbooru.donmai.us/posts?tags=abaratani_kurou,0.11330138891935349
abaraya,abaraya,119,https://danbooru.donmai.us/posts?tags=abaraya,0.28191518783569336
abataa,abataa,139,https://danbooru.donmai.us/posts?tags=abataa,0.4077984690666199
abazu-red,abazu-red,458,https://danbooru.donmai.us/posts?tags=abazu-red,0.2486586570739746
abbystea,abbystea,386,https://danbooru.donmai.us/posts?tags=abbystea,0.3165402412414551
abe_(kumayu),abe (kumayu),150,https://danbooru.donmai.us/posts?tags=abe_(kumayu),0.5876405835151672
abe_inori,abe inori,142,https://danbooru.donmai.us/posts?tags=abe_inori,0.16565755009651184
abe_kanari,abe kanari,760,https://danbooru.donmai.us/posts?tags=abe_kanari,0.16175734996795654
abe_suke,abe suke,266,https://danbooru.donmai.us/posts?tags=abe_suke,0.6493074297904968
abe_yoshitoshi,abe yoshitoshi,313,https://danbooru.donmai.us/posts?tags=abe_yoshitoshi,0.13702337443828583
abekawa,abekawa,255,https://danbooru.donmai.us/posts?tags=abekawa,0.13199149072170258
abenattou,abenattou,373,https://danbooru.donmai.us/posts?tags=abenattou,0.23589156568050385
abi_(abimel10),abi (abimel10),145,https://danbooru.donmai.us/posts?tags=abi_(abimel10),0.5470874309539795
abiko_yuuji,abiko yuuji,128,https://danbooru.donmai.us/posts?tags=abiko_yuuji,0.3511800467967987
abmayo,abmayo,1008,https://danbooru.donmai.us/posts?tags=abmayo,0.3361475169658661
abo_(hechouchou),abo (hechouchou),496,https://danbooru.donmai.us/posts?tags=abo_(hechouchou),0.29687878489494324
aboude_art,aboude art,121,https://danbooru.donmai.us/posts?tags=aboude_art,0.14365626871585846
abpart,abpart,135,https://danbooru.donmai.us/posts?tags=abpart,0.6380733251571655
absol_(dkqthf),absol (dkqthf),222,https://danbooru.donmai.us/posts?tags=absol_(dkqthf),0.44665995240211487
absolum_art,absolum art,143,https://danbooru.donmai.us/posts?tags=absolum_art,0.30869609117507935
abu,abu,205,https://danbooru.donmai.us/posts?tags=abu,0.18467207252979279
abua,abua,281,https://danbooru.donmai.us/posts?tags=abua,0.18651989102363586
abubu,abubu,2307,https://danbooru.donmai.us/posts?tags=abubu,0.24117587506771088
abukobato,abukobato,171,https://danbooru.donmai.us/posts?tags=abukobato,0.31186455488204956
aburaeoyaji,aburaeoyaji,114,https://danbooru.donmai.us/posts?tags=aburaeoyaji,0.1944708377122879
aburidashi_zakuro,aburidashi zakuro,259,https://danbooru.donmai.us/posts?tags=aburidashi_zakuro,0.34203383326530457
